id,sku,warehouse,zone,bin,wms,erp,tms,physical,allocated,last_count,vwgl_matstorloc_id,vwgl_matstorloc_valid_from,__operation_type,__timestamp,material,plant,storagelocation,maintenancestatus,deletionflag,fiscalyearofcurrentperiod,currentperiod,physicalinventoryblockingind,freeavailablestock,baseunit,stockintransfer,stockinqualityinspection,totalstockofallrestrbatches,blockedstock,blockedstockreturns,valunrestusestockprevper,stockintransferprevper,stockinqualityinsprevper,restrictedusestockprevper,blockedstockprevper,blockedstockreturnsprevper,dateoflastpostedcount,creationdate,instance,i_product,i_storagelocation,etl_aend_tstamp,sap_anchor,sap_source_id
INV-00011,0DD300040E,WH-02,HZ-02,HZ-02-15-2,0,0,0,0,0,2026-07-19 19:26:34+00:00,0DD300040E|1400|XZM1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300040E,1400,XZM1,DL,,2022,10,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20221024,Kassel,0DD300040E,XZM1,2026-07-17 06:05:41.813636 UTC,True,0DD300040E|1400|XZM1
INV-00012,0DD300046C,WH-02,JIS-07,JIS-07-17-3,0,0,0,0,0,2026-07-20 02:59:34+00:00,0DD300046C|1400|S0M6,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046C,1400,S0M6,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046C,S0M6,2026-07-17 06:05:41.813636 UTC,True,0DD300046C|1400|S0M6
INV-00013,0DD300046H,WH-02,B-07,B-07-02-1,0,0,0,0,0,2026-07-19 21:55:34+00:00,0DD300046H|1400|XNM2,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046H,1400,XNM2,DL,,2022,10,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20221024,Kassel,0DD300046H,XNM2,2026-07-17 06:05:41.813636 UTC,True,0DD300046H|1400|XNM2
INV-00014,0DD300047H,WH-01,JIS-07,JIS-07-11-2,0,0,0,0,0,2026-07-19 20:19:34+00:00,0DD300047H|1400|F6M1,2026-07-17 02:17:56.573889 UTC,L,2026-07-17 02:17:56.573889 UTC,0DD300047H,1400,F6M1,DL,,2024,04,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20231115,Kassel,0DD300047H,F6M1,2026-07-17 06:05:41.813636 UTC,True,0DD300047H|1400|F6M1
INV-00015,0DD300047J,WH-02,A-12,A-12-16-3,0,0,0,0,0,2026-07-19 19:08:34+00:00,0DD300047J|1400|D0M1,2026-07-17 02:17:12.966977 UTC,L,2026-07-17 02:17:12.966977 UTC,0DD300047J,1400,D0M1,DL,,2026,07,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240103,Kassel,0DD300047J,D0M1,2026-07-17 06:05:41.813636 UTC,True,0DD300047J|1400|D0M1
INV-00016,0DD300047N,WH-02,A-12,A-12-11-1,0,0,0,0,0,2026-07-19 23:21:34+00:00,0DD300047N|1400|S6M1,2026-07-17 02:17:22.915108 UTC,L,2026-07-17 02:17:22.915108 UTC,0DD300047N,1400,S6M1,DL,,2024,07,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240710,Kassel,0DD300047N,S6M1,2026-07-17 06:05:41.813636 UTC,True,0DD300047N|1400|S6M1
INV-00017,0DD300047Q,WH-02,HZ-02,HZ-02-11-2,0,0,0,0,0,2026-07-20 03:51:34+00:00,0DD300047Q|1400|XNM2,2026-07-17 02:17:22.915108 UTC,L,2026-07-17 02:17:22.915108 UTC,0DD300047Q,1400,XNM2,DL,,2024,05,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240515,Kassel,0DD300047Q,XNM2,2026-07-17 06:05:41.813636 UTC,True,0DD300047Q|1400|XNM2
INV-00018,0DD300046F,WH-02,A-12,A-12-14-3,0,0,0,0,0,2026-07-20 06:41:34+00:00,0DD300046F|1400|XZM1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046F,1400,XZM1,DL,,2022,10,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20221024,Kassel,0DD300046F,XZM1,2026-07-17 06:05:41.813636 UTC,True,0DD300046F|1400|XZM1
INV-00019,0DD300046K,WH-01,A-12,A-12-10-1,0,0,0,0,0,2026-07-20 07:06:34+00:00,0DD300046K|1400|F4M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046K,1400,F4M1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046K,F4M1,2026-07-17 06:05:41.813636 UTC,True,0DD300046K|1400|F4M1
INV-00020,0DD300046N,WH-01,HZ-02,HZ-02-05-2,0,0,0,0,0,2026-07-19 17:20:34+00:00,0DD300046N|1400|XNM2,2026-07-17 02:17:53.120606 UTC,L,2026-07-17 02:17:53.120606 UTC,0DD300046N,1400,XNM2,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230215,Kassel,0DD300046N,XNM2,2026-07-17 06:05:41.813636 UTC,True,0DD300046N|1400|XNM2
INV-00021,0DD300046S,WH-02,HZ-02,HZ-02-18-3,1,1,1,1,0,2026-07-19 17:52:34+00:00,0DD300046S|1400|XNQA,2026-07-17 02:17:43.125366 UTC,L,2026-07-17 02:17:43.125366 UTC,0DD300046S,1400,XNQA,DL,,2025,10,,1.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20251026,Kassel,0DD300046S,XNQA,2026-07-17 06:05:41.813636 UTC,True,0DD300046S|1400|XNQA
INV-00022,0DD300047E,WH-02,HZ-02,HZ-02-14-1,0,0,0,0,0,2026-07-20 07:11:34+00:00,0DD300047E|1400|XZM1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300047E,1400,XZM1,DL,,2024,08,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240820,Kassel,0DD300047E,XZM1,2026-07-17 06:05:41.813636 UTC,True,0DD300047E|1400|XZM1
INV-00023,0DD300047K,WH-01,A-12,A-12-18-2,0,0,0,0,0,2026-07-19 20:36:34+00:00,0DD300047K|1400|F6M1,2026-07-17 02:17:22.915108 UTC,L,2026-07-17 02:17:22.915108 UTC,0DD300047K,1400,F6M1,DL,,2024,04,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240109,Kassel,0DD300047K,F6M1,2026-07-17 06:05:41.813636 UTC,True,0DD300047K|1400|F6M1
INV-00024,0DD300047M,WH-02,JIS-07,JIS-07-17-3,0,0,0,0,0,2026-07-20 04:03:34+00:00,0DD300047M|1400|D0M1,2026-07-17 02:17:12.966977 UTC,L,2026-07-17 02:17:12.966977 UTC,0DD300047M,1400,D0M1,DL,,2025,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240605,Kassel,0DD300047M,D0M1,2026-07-17 06:05:41.813636 UTC,True,0DD300047M|1400|D0M1
INV-00025,0DD300048,WH-01,A-12,A-12-15-1,0,0,0,0,0,2026-07-20 04:56:34+00:00,0DD300048|1400|BN03,2026-07-17 02:17:43.125366 UTC,L,2026-07-17 02:17:43.125366 UTC,0DD300048,1400,BN03,DL,,2025,07,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20250129,Kassel,0DD300048,BN03,2026-07-17 06:05:41.813636 UTC,True,0DD300048|1400|BN03
INV-00026,0DD311159B,WH-02,HZ-02,HZ-02-11-2,0,0,0,0,0,2026-07-20 04:15:34+00:00,0DD311159B|1400|S1M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD311159B,1400,S1M1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD311159B,S1M1,2026-07-17 06:05:41.813636 UTC,True,0DD311159B|1400|S1M1
INV-00027,0DD311159C,WH-02,B-07,B-07-10-3,0,0,0,0,0,2026-07-19 18:45:34+00:00,0DD311159C|1400|F4M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD311159C,1400,F4M1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD311159C,F4M1,2026-07-17 06:05:41.813636 UTC,True,0DD311159C|1400|F4M1
INV-00028,0DD300046F,WH-02,A-12,A-12-14-1,0,0,0,0,0,2026-07-19 20:53:34+00:00,0DD300046F|1400|F1M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046F,1400,F1M1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046F,F1M1,2026-07-17 06:05:41.813636 UTC,True,0DD300046F|1400|F1M1
INV-00029,0DD300047L,WH-02,A-12,A-12-09-2,0,0,0,0,0,2026-07-20 01:18:34+00:00,0DD300047L|1400|XDM1,2026-07-17 02:17:22.915108 UTC,L,2026-07-17 02:17:22.915108 UTC,0DD300047L,1400,XDM1,DL,,2024,01,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240103,Kassel,0DD300047L,XDM1,2026-07-17 06:05:41.813636 UTC,True,0DD300047L|1400|XDM1
INV-00030,0DD300047T,WH-02,JIS-07,JIS-07-08-3,1,1,1,1,0,2026-07-19 17:41:34+00:00,0DD300047T|1400|XNQA,2026-07-17 02:17:43.125366 UTC,L,2026-07-17 02:17:43.125366 UTC,0DD300047T,1400,XNQA,DL,,2026,02,,1.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20251026,Kassel,0DD300047T,XNQA,2026-07-17 06:05:41.813636 UTC,True,0DD300047T|1400|XNQA
INV-00031,0DD300048J,WH-01,HZ-02,HZ-02-13-1,4,4,4,4,1,2026-07-19 18:25:34+00:00,0DD300048J|1400|F759,2026-07-17 02:17:53.120606 UTC,L,2026-07-17 02:17:53.120606 UTC,0DD300048J,1400,F759,DL,,2026,07,,4.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20260511,Kassel,0DD300048J,F759,2026-07-17 06:05:41.813636 UTC,True,0DD300048J|1400|F759
INV-00032,0DD311158B,WH-02,B-07,B-07-03-2,349,349,349,349,21,2026-07-19 19:00:34+00:00,0DD311158B|1400|F759,2026-07-17 02:17:43.125366 UTC,L,2026-07-17 02:17:43.125366 UTC,0DD311158B,1400,F759,DL,,2026,07,,349.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240429,Kassel,0DD311158B,F759,2026-07-17 06:05:41.813636 UTC,True,0DD311158B|1400|F759
INV-00033,0DD311158C,WH-02,B-07,B-07-01-3,0,0,0,0,0,2026-07-20 05:22:34+00:00,0DD311158C|1400|W0M6,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD311158C,1400,W0M6,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD311158C,W0M6,2026-07-17 06:05:41.813636 UTC,True,0DD311158C|1400|W0M6
INV-00034,0DD311159C,WH-02,B-07,B-07-10-1,0,0,0,0,0,2026-07-19 22:48:34+00:00,0DD311159C|1400|S1M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD311159C,1400,S1M1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD311159C,S1M1,2026-07-17 06:05:41.813636 UTC,True,0DD311159C|1400|S1M1
INV-00035,0DD300047P,WH-02,Q-04,Q-04-08-2,0,0,0,0,0,2026-07-19 23:14:34+00:00,0DD300047P|1400|F759,2026-07-17 02:17:22.915108 UTC,L,2026-07-17 02:17:22.915108 UTC,0DD300047P,1400,F759,DL,,2025,03,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240614,Kassel,0DD300047P,F759,2026-07-17 06:05:41.813636 UTC,True,0DD300047P|1400|F759
INV-00036,0DD311159C    DRA,WH-02,JIS-07,JIS-07-13-3,0,0,0,0,0,2026-07-20 05:07:34+00:00,0DD311159C    DRA|1400|FAM1,2026-07-17 02:17:22.915108 UTC,L,2026-07-17 02:17:22.915108 UTC,0DD311159C    DRA,1400,FAM1,DL,,2024,09,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240916,Kassel,0DD311159C    DRA,FAM1,2026-07-17 06:05:41.813636 UTC,True,0DD311159C    DRA|1400|FAM1
INV-00037,0DD300040E,WH-01,HZ-02,HZ-02-15-1,0,0,0,0,0,2026-07-19 23:54:34+00:00,0DD300040E|1400|S6M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300040E,1400,S6M1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300040E,S6M1,2026-07-17 06:05:41.813636 UTC,True,0DD300040E|1400|S6M1
INV-00038,0DD300046G,WH-02,HZ-02,HZ-02-11-2,15,15,15,15,0,2026-07-20 01:02:34+00:00,0DD300046G|1400|S6M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046G,1400,S6M1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046G,S6M1,2026-07-17 06:05:41.813636 UTC,True,0DD300046G|1400|S6M1
INV-00039,0DD300046L,WH-01,A-12,A-12-09-3,0,0,0,0,0,2026-07-20 06:01:34+00:00,0DD300046L|1400|W0M6,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046L,1400,W0M6,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046L,W0M6,2026-07-17 06:05:41.813636 UTC,True,0DD300046L|1400|W0M6
INV-00040,0DD300046P,WH-02,A-12,A-12-11-1,0,0,0,0,0,2026-07-20 04:24:34+00:00,0DD300046P|1400|F6M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046P,1400,F6M1,DL,,2024,03,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046P,F6M1,2026-07-17 06:05:41.813636 UTC,True,0DD300046P|1400|F6M1
INV-00041,0DD300047F,WH-01,A-12,A-12-10-2,0,0,0,0,0,2026-07-19 19:42:34+00:00,0DD300047F|1400|XNM1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300047F,1400,XNM1,DL,,2024,08,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240820,Kassel,0DD300047F,XNM1,2026-07-17 06:05:41.813636 UTC,True,0DD300047F|1400|XNM1
INV-00042,0DD300046G,WH-02,HZ-02,HZ-02-11-3,15,15,15,15,0,2026-07-19 21:10:34+00:00,0DD300046G|1400|XNM3,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046G,1400,XNM3,DL,,2024,04,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046G,XNM3,2026-07-17 06:05:41.813636 UTC,True,0DD300046G|1400|XNM3
INV-00043,0DD300046P,WH-01,A-12,A-12-11-1,0,0,0,0,0,2026-07-19 18:58:34+00:00,0DD300046P|1400|F759,2026-07-17 02:17:43.125366 UTC,L,2026-07-17 02:17:43.125366 UTC,0DD300046P,1400,F759,DL,,2026,06,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240508,Kassel,0DD300046P,F759,2026-07-17 06:05:41.813636 UTC,True,0DD300046P|1400|F759
INV-00044,0DD300046T,WH-02,A-12,A-12-08-2,0,0,0,0,0,2026-07-20 06:29:34+00:00,0DD300046T|1400|XDM1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046T,1400,XDM1,DL,,2023,11,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20221024,Kassel,0DD300046T,XDM1,2026-07-17 06:05:41.813636 UTC,True,0DD300046T|1400|XDM1
INV-00045,0DD300048A,WH-01,JIS-07,JIS-07-08-3,0,0,0,0,0,2026-07-19 23:28:34+00:00,0DD300048A|1400|XNM3,2026-07-17 02:17:53.120606 UTC,L,2026-07-17 02:17:53.120606 UTC,0DD300048A,1400,XNM3,DL,,2025,03,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20250314,Kassel,0DD300048A,XNM3,2026-07-17 06:05:41.813636 UTC,True,0DD300048A|1400|XNM3
INV-00046,0DD311159B       0200,WH-01,HZ-02,HZ-02-03-1,0,0,0,0,0,2026-07-20 02:46:34+00:00,0DD311159B       0200|1400|S0M6,2026-07-17 02:17:22.915108 UTC,L,2026-07-17 02:17:22.915108 UTC,0DD311159B       0200,1400,S0M6,DL,,2024,04,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240404,Kassel,0DD311159B       0200,S0M6,2026-07-17 06:05:41.813636 UTC,True,0DD311159B       0200|1400|S0M6
INV-00047,0DD311159B,WH-01,HZ-02,HZ-02-11-2,0,0,0,0,0,2026-07-20 01:37:34+00:00,0DD311159B|1400|D0M1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD311159B,1400,D0M1,DL,,2022,10,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20221024,Kassel,0DD311159B,D0M1,2026-07-17 06:05:41.813636 UTC,True,0DD311159B|1400|D0M1
INV-00048,0DD300046H,WH-02,B-07,B-07-02-3,0,0,0,0,0,2026-07-20 00:27:34+00:00,0DD300046H|1400|F759,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046H,1400,F759,DL,,2025,07,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240508,Kassel,0DD300046H,F759,2026-07-17 06:05:41.813636 UTC,True,0DD300046H|1400|F759
INV-00049,0DD300046J,WH-01,B-07,B-07-07-1,0,0,0,0,0,2026-07-20 02:07:34+00:00,0DD300046J|1400|FBM1,2026-07-17 02:17:32.995343 UTC,L,2026-07-17 02:17:32.995343 UTC,0DD300046J,1400,FBM1,DL,,2023,02,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20230216,Kassel,0DD300046J,FBM1,2026-07-17 06:05:41.813636 UTC,True,0DD300046J|1400|FBM1
INV-00050,0DD300046K,WH-01,A-12,A-12-10-2,0,0,0,0,0,2026-07-19 17:42:34+00:00,0DD300046K|1400|XNTS,2026-07-17 02:17:43.125366 UTC,L,2026-07-17 02:17:43.125366 UTC,0DD300046K,1400,XNTS,DL,,2025,10,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20250404,Kassel,0DD300046K,XNTS,2026-07-17 06:05:41.813636 UTC,True,0DD300046K|1400|XNTS
INV-00051,0DD300047F,WH-02,A-12,A-12-10-3,0,0,0,0,0,2026-07-19 18:55:34+00:00,0DD300047F|1400|D0M1,2026-07-17 02:17:12.966977 UTC,L,2026-07-17 02:17:12.966977 UTC,0DD300047F,1400,D0M1,DL,,2026,07,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240820,Kassel,0DD300047F,D0M1,2026-07-17 06:05:41.813636 UTC,True,0DD300047F|1400|D0M1
INV-00052,0DD300047M,WH-02,JIS-07,JIS-07-17-1,0,0,0,0,0,2026-07-19 17:57:34+00:00,0DD300047M|1400|F759,2026-07-17 02:17:43.125366 UTC,L,2026-07-17 02:17:43.125366 UTC,0DD300047M,1400,F759,DL,,2025,07,,0.0,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000,20240614,Kassel,0DD300047M,F759,2026-07-17 06:05:41.813636 UTC,True,0DD300047M|1400|F759
